question,consistent body,inconsistent body,consistent paraphrased,inconsistent paraphrased,answer
How many chairs does John have in all?,Andrew owns 7 bags. There are 11 chairs in every Andrew's bag. John has 18 fewer chairs than Andrew.,Andrew owns 7 bags. There are 11 chairs in every Andrew's bag. Andrew has 18 more chairs than John.,Andrew owns 7 bags. There are 11 chairs in each of Andrew's bags. John has 18 fewer chairs than Andrew. How many chairs does John have in total?,Andrew owns 7 bags. There are 11 chairs in each of Andrew's bags. Andrew has 18 more chairs than John. How many chairs does John have in total?,59
How many headphones does Elizabeth have in total?,Emma has 12 packages. Elizabeth has 1/12 the amount of packages as Emma. Every package that Elizabeth has contains 12 headphones.,Emma has 12 packages. Emma has 12 times as many packages as Elizabeth. Every package that Elizabeth has contains 12 headphones.,Emma has 12 packages. Elizabeth has 1/12 of the amount of packages as Emma. Every package that Elizabeth has contains 12 headphones. How many headphones does Elizabeth have in total?,Emma has 12 packages. Emma has 12 times as many packages as Elizabeth. Every package that Elizabeth has contains 12 headphones. How many headphones does Elizabeth have in total?,12
How many beds does Ava have in all now?,Mason has 14 backpacks. Each of Mason's backpack holds 18 beds. Ava has 1/12 the amount of beds as Mason. Ava bought 16 beds. Ava bought 5 beds.,Mason has 14 backpacks. Each of Mason's backpack holds 18 beds. Mason has 12 times as many beds as Ava. Ava bought 16 beds. Ava bought 5 beds.,Mason has 14 backpacks. Each of Mason's backpack holds 18 beds. Ava has 1/12 the amount of beds as Mason. Ava bought 16 beds. Ava bought 5 beds. How many beds does Ava have in total now?,Mason has 14 backpacks. Each of Mason's backpack holds 18 beds. Mason has 12 times as many beds as Ava. Ava bought 16 beds. Ava bought 5 beds. How many beds does Ava have in total now?,42
What is the number of yellow ovens that Layla has?,Michael has 9 red baskets.  Layla has 1/3 the amount of red baskets compared to the amount Michael has. Layla possesses 4 blue bag for every red basket. Layla possesses 2 yellow oven for every blue bag.,Michael has 9 red baskets.  Michael has 3 times the amount of red baskets compared to the amount Layla has. Layla possesses 4 blue bag for every red basket. Layla possesses 2 yellow oven for every blue bag.,Michael has 9 red baskets. Layla has 1/3 the number of red baskets that Michael has. Layla possesses 4 blue bags for every red basket. Layla possesses 2 yellow ovens for every blue bag. What is the number of yellow ovens that Layla has?,Michael has 9 red baskets. Michael has 3 times the number of red baskets compared to the number Layla has. Layla possesses 4 blue bags for every red basket. Layla possesses 2 yellow ovens for every blue bag. What is the number of yellow ovens that Layla has?,24
What is the number of blue speakers that Layla has?,Abigail has 12 yellow bags. Abigail possesses 8 large blender for every yellow bag. Layla has 14 more yellow bags than Abigail. Layla bought 17 yellow bags. Layla possesses 18 blue speaker for every yellow bag.,Abigail has 12 yellow bags. Abigail possesses 8 large blender for every yellow bag. Abigail has 14 fewer yellow bags than Layla. Layla bought 17 yellow bags. Layla possesses 18 blue speaker for every yellow bag.,Abigail has 12 yellow bags. Abigail possesses 8 large blenders for every yellow bag. Layla has 14 more yellow bags than Abigail. Layla bought 17 yellow bags. Layla possesses 18 blue speakers for every yellow bag. What is the number of blue speakers that Layla has?,Abigail has 12 yellow bags. Abigail possesses 8 large blenders for every yellow bag. Abigail has 14 fewer yellow bags than Layla. Layla bought 17 yellow bags. Layla possesses 18 blue speakers for every yellow bag. What is the number of blue speakers that Layla has?,774
What is the number of blue mouses that Mila has?,Michael has 6 blue mouses.  Mila has 1/6 the amount of blue mouses compared to the amount Michael has.,Michael has 6 blue mouses.  Michael has 6 times the amount of blue mouses compared to the amount Mila has.,Michael has 6 blue mice. Mila has 1/6 the number of blue mice compared to the number Michael has. What is the number of blue mice that Mila has?,Michael has 6 blue mice. Michael has 6 times the number of blue mice compared to the number Mila has. What is the number of blue mice that Mila has?,1
What is the number of green irons that Emily has?,Nicholas has 13 red boxs. Nicholas bought 6 red boxs.  Emily has 1/19 the amount of red boxs compared to the amount Nicholas has. Emily possesses 8 orange suitcase for every red box. Emily possesses 14 green iron for every orange suitcase.,Nicholas has 13 red boxs. Nicholas bought 6 red boxs.  Nicholas has 19 times the amount of red boxs compared to the amount Emily has. Emily possesses 8 orange suitcase for every red box. Emily possesses 14 green iron for every orange suitcase.,Nicholas has 13 red boxes. Nicholas bought 6 red boxes. Emily has 1/19 the number of red boxes compared to the number Nicholas has. Emily possesses 8 orange suitcases for every red box. Emily possesses 14 green irons for every orange suitcase. What is the number of green irons that Emily has?,Nicholas has 13 red boxes. Nicholas bought 6 red boxes. Nicholas has 19 times the number of red boxes compared to the number Emily has. Emily possesses 8 orange suitcases for every red box. Emily possesses 14 green irons for every orange suitcase. What is the number of green irons that Emily has?,112
How many gallons of oil does Sofia have?,Mia owns 9 packages. Mia bought 10 packages. Sofia has 2 times as many packages as Mia. Every package that Sofia has contains 7 baskets. Sofia possesses 2 gallons of oil per basket.,Mia owns 9 packages. Mia bought 10 packages. Mia has 1/2 the amount of packages as Sofia. Every package that Sofia has contains 7 baskets. Sofia possesses 2 gallons of oil per basket.,Mia owns 9 packages. Mia bought 10 packages. Sofia has twice as many packages as Mia. Each package that Sofia has contains 7 baskets. Sofia possesses 2 gallons of oil per basket. How many gallons of oil does Sofia have?,Mia owns 9 packages. Mia bought 10 packages. Mia has half the number of packages as Sofia. Each package that Sofia has contains 7 baskets. Sofia possesses 2 gallons of oil per basket. How many gallons of oil does Sofia have?,532
What is the number of blue chairs that David has?,Emily has 2 orange boxs. Emily possesses 15 green package for every orange box. David has 6 fewer green packages than Emily. David possesses 16 red basket for every green package. David possesses 2 blue chair for every red basket.,Emily has 2 orange boxs. Emily possesses 15 green package for every orange box. Emily has 6 more green packages than David. David possesses 16 red basket for every green package. David possesses 2 blue chair for every red basket.,Emily has 2 orange boxes. Emily possesses 15 green packages for each orange box. David has 6 fewer green packages than Emily. David possesses 16 red baskets for each green package. David possesses 2 blue chairs for each red basket. What is the number of blue chairs that David has?,Emily has 2 orange boxes. Emily possesses 15 green packages for each orange box. Emily has 6 more green packages than David. David possesses 16 red baskets for each green package. David possesses 2 blue chairs for each red basket. What is the number of blue chairs that David has?,768
What is the number of yellow paintings that Emily has?,Henry has 6 yellow paintings.  Emily has 1/2 the amount of yellow paintings compared to the amount Henry has.,Henry has 6 yellow paintings.  Henry has 2 times the amount of yellow paintings compared to the amount Emily has.,Henry has 6 yellow paintings. Emily has half the number of yellow paintings compared to Henry. What is the number of yellow paintings that Emily has?,Henry has 6 yellow paintings. Henry has twice the number of yellow paintings compared to Emily. What is the number of yellow paintings that Emily has?,3
How many meters of rope does Victoria have?,Henry has 19 meters of rope. Victoria has 11 meters of rope more than Henry.,Henry has 19 meters of rope. Henry has 11 meters of rope less than Victoria.,Henry has 19 meters of rope. Victoria has 11 meters more rope than Henry. How many meters of rope does Victoria have?,Henry has 19 meters of rope. Henry has 11 meters less rope than Victoria. How many meters of rope does Victoria have?,30
How many backpacks does Samuel have totaled?,Elijah has 12 backpacks. Each of Elijah's backpack holds 5 irons. Elijah bought 2 more irons. Samuel has 9 times as many backpacks as Elijah.,Elijah has 12 backpacks. Each of Elijah's backpack holds 5 irons. Elijah bought 2 more irons. Elijah has 1/9 the amount of backpacks as Samuel.,Elijah has 12 backpacks. Each of Elijah's backpacks holds 5 irons. Elijah bought 2 more irons. Samuel has 9 times as many backpacks as Elijah. How many backpacks does Samuel have in total?,Elijah has 12 backpacks. Each of Elijah's backpacks holds 5 irons. Elijah bought 2 more irons. Elijah has 1/9 the number of backpacks as Samuel. How many backpacks does Samuel have in total?,108
How many grams of butter does Lucy have?,Nathan has 16 grams of butter. Lucy has 8 times as much butter in grams as Nathan does.,Nathan has 16 grams of butter. Nathan has 1/8 as much butter in grams as Lucy does.,Nathan has 16 grams of butter. Lucy has 8 times as much butter in grams as Nathan does. How many grams of butter does Lucy have?,Nathan has 16 grams of butter. Nathan has 1/8 as much butter in grams as Lucy does. How many grams of butter does Lucy have?,128
How many grams of butter does Olivia have?,Abigail has 13 grams of butter. Olivia has 13 grams of butter less than Abigail.,Abigail has 13 grams of butter. Abigail has 13 grams of butter more than Olivia.,Abigail has 13 grams of butter. Olivia has 13 grams less butter than Abigail. How many grams of butter does Olivia have?,Abigail has 13 grams of butter. Abigail has 13 grams more butter than Olivia. How many grams of butter does Olivia have?,0
How many dollars of bitcoin does Nicholas have?,Sophia owns 11 bags. Nicholas has 4 fewer bags than Sophia. Nicholas bought 3 bags. Nicholas possesses 11 dollars of bitcoin per bag.,Sophia owns 11 bags. Sophia has 4 more bags than Nicholas. Nicholas bought 3 bags. Nicholas possesses 11 dollars of bitcoin per bag.,Sophia owns 11 bags. Nicholas has 4 fewer bags than Sophia. Nicholas bought 3 bags. Nicholas possesses 11 dollars of bitcoin per bag. How many dollars of bitcoin does Nicholas have?,Sophia owns 11 bags. She has 4 more bags than Nicholas. Nicholas bought 3 bags. Nicholas possesses 11 dollars of bitcoin per bag. How many dollars of bitcoin does Nicholas have?,110
How many keys does Jacob have in their collection?,There are 20 bags in Christopher's collection. Each of Christopher's bag holds 5 keys. Jacob has 4 fewer keys than Christopher.,There are 20 bags in Christopher's collection. Each of Christopher's bag holds 5 keys. Christopher has 4 more keys than Jacob.,There are 20 bags in Christopher's collection. Each of Christopher's bags holds 5 keys. Jacob has 4 fewer keys than Christopher. How many keys does Jacob have in his collection?,There are 20 bags in Christopher's collection. Each of Christopher's bags holds 5 keys. Christopher has 4 more keys than Jacob. How many keys does Jacob have in his collection?,96
How many ovens does Henry have in total?,Christopher owns 12 packages. Henry has 12 fewer packages than Christopher. Each of Henry's package has 9 bags. Every bag that Henry has contains 4 ovens.,Christopher owns 12 packages. Christopher has 12 more packages than Henry. Each of Henry's package has 9 bags. Every bag that Henry has contains 4 ovens.,Christopher owns 12 packages. Henry has 12 fewer packages than Christopher. Each of Henry's packages has 9 bags. Every bag that Henry has contains 4 ovens. How many ovens does Henry have in total?,Christopher owns 12 packages. Christopher has 12 more packages than Henry. Each of Henry's packages has 9 bags. Every bag that Henry has contains 4 ovens. How many ovens does Henry have in total?,0
What is the number of orange couchs that James has?,Scarlett has 2 orange couchs. Scarlett bought 16 orange couchs.  James has 1/9 the amount of orange couchs compared to the amount Scarlett has.,Scarlett has 2 orange couchs. Scarlett bought 16 orange couchs.  Scarlett has 9 times the amount of orange couchs compared to the amount James has.,Scarlett has 2 orange couches. Scarlett bought 16 orange couches. James has 1/9 the number of orange couches compared to the number Scarlett has. What is the number of orange couches that James has?,Scarlett has 2 orange couches. Scarlett bought 16 orange couches. Scarlett has 9 times the number of orange couches compared to the number James has. What is the number of orange couches that James has?,2
How many dollars of bitcoin does Alexander have now?,Chloe owns 18 bags. Chloe possesses 8 dollars of bitcoin per bag. Alexander has 3 dollars of bitcoin more than Chloe. Alexander bought 16 dollars more bitcoin.,Chloe owns 18 bags. Chloe possesses 8 dollars of bitcoin per bag. Chloe has 3 dollars of bitcoin less than Alexander. Alexander bought 16 dollars more bitcoin.,Chloe owns 18 bags. Chloe possesses 8 dollars of bitcoin per bag. Alexander has 3 dollars more of bitcoin than Chloe. Alexander bought 16 dollars more of bitcoin. How many dollars of bitcoin does Alexander have now?,Chloe owns 18 bags. Chloe possesses 8 dollars of bitcoin per bag. Chloe has 3 dollars of bitcoin less than Alexander. Alexander bought 16 dollars more of bitcoin. How many dollars of bitcoin does Alexander have now?,163
How many chairs does Liam have?,Elijah has 16 baskets. Liam has 1/4 the amount of baskets as Elijah. Liam bought 3 more baskets. Every basket that Liam has contains 8 chairs.,Elijah has 16 baskets. Elijah has 4 times as many baskets as Liam. Liam bought 3 more baskets. Every basket that Liam has contains 8 chairs.,Elijah has 16 baskets. Liam has 1/4 of the amount of baskets as Elijah. Liam bought 3 more baskets. Each basket that Liam has contains 8 chairs. How many chairs does Liam have?,Elijah has 16 baskets. Elijah has 4 times as many baskets as Liam. Liam bought 3 more baskets. Each basket that Liam has contains 8 chairs. How many chairs does Liam have?,56
How many lamps does Lucy have in all now?,There are 17 lamps in Benjamin's collection. Benjamin bought 5 lamps. Benjamin bought 9 more lamps. Lucy has 14 times as many lamps as Benjamin. Lucy bought 13 lamps. Lucy bought 13 lamps.,There are 17 lamps in Benjamin's collection. Benjamin bought 5 lamps. Benjamin bought 9 more lamps. Benjamin has 1/14 the amount of lamps as Lucy. Lucy bought 13 lamps. Lucy bought 13 lamps.,There are 17 lamps in Benjamin's collection. Benjamin bought 5 lamps. Benjamin bought 9 more lamps. Lucy has 14 times as many lamps as Benjamin. Lucy bought 13 lamps. Lucy bought 13 lamps. How many lamps does Lucy have in total now?,There are 17 lamps in Benjamin's collection. Benjamin bought 5 lamps. Benjamin bought 9 more lamps. Benjamin has 1/14 of the amount of lamps as Lucy. Lucy bought 13 lamps. Lucy bought 13 lamps. How many lamps does Lucy have in total now?,460
What is the number of red pans that Mila has now?,Mia has 9 small packages.  Mila has 8 times the amount of small packages compared to the amount Mia has. Mila possesses 10 red pan for every small package. Mila bought 2 red pans.,Mia has 9 small packages.  Mia has 1/8 the amount of small packages compared to the amount Mila has. Mila possesses 10 red pan for every small package. Mila bought 2 red pans.,Mia has 9 small packages. Mila has 8 times the number of small packages that Mia has. Mila possesses 10 red pans for every small package. Mila bought 2 red pans. What is the number of red pans that Mila has now?,Mia has 9 small packages. Mia has 1/8 of the number of small packages that Mila has. Mila possesses 10 red pans for every small package. Mila bought 2 red pans. What is the number of red pans that Mila has now?,722
How many packages does Andrew have in their collection now?,There are 8 packages in Emma's collection. Each of Emma's package holds 15 ovens. Andrew has 6 fewer packages than Emma. Andrew bought 5 more packages. Andrew bought 13 more packages.,There are 8 packages in Emma's collection. Each of Emma's package holds 15 ovens. Emma has 6 more packages than Andrew. Andrew bought 5 more packages. Andrew bought 13 more packages.,There are 8 packages in Emma's collection. Each package in Emma's collection holds 15 ovens. Andrew has 6 fewer packages than Emma. Andrew bought 5 more packages. Andrew bought 13 more packages. How many packages does Andrew have in his collection now?,There are 8 packages in Emma's collection. Each package in Emma's collection holds 15 ovens. Emma has 6 more packages than Andrew. Andrew bought 5 more packages. Andrew bought 13 more packages. How many packages does Andrew have in his collection now?,20
How many computers does Natalie have in total?,Joshua has 20 packages. Natalie has 1/20 the amount of packages as Joshua. Natalie bought 2 more packages. Every package that Natalie has contains 12 computers.,Joshua has 20 packages. Joshua has 20 times as many packages as Natalie. Natalie bought 2 more packages. Every package that Natalie has contains 12 computers.,Joshua has 20 packages. Natalie has 1/20th the number of packages as Joshua. Natalie bought 2 more packages. Each package that Natalie has contains 12 computers. How many computers does Natalie have in total?,Joshua has 20 packages. Joshua has 20 times as many packages as Natalie. Natalie bought 2 more packages. Each package that Natalie has contains 12 computers. How many computers does Natalie have in total?,36
What is the number of orange forks that James has now?,Jonathan has 19 orange forks. James has 9 fewer orange forks than Jonathan. James bought 4 orange forks. James bought 6 orange forks.,Jonathan has 19 orange forks. Jonathan has 9 more orange forks than James. James bought 4 orange forks. James bought 6 orange forks.,Jonathan has 19 orange forks. James has 9 fewer orange forks than Jonathan. James bought 4 orange forks. James bought 6 orange forks. What is the number of orange forks that James has now?,Jonathan has 19 orange forks. Jonathan has 9 more orange forks than James. James bought 4 orange forks. James bought 6 orange forks. What is the number of orange forks that James has now?,20
How many bottles does Abigail have totaled?,There are 19 backpacks in John's collection. John bought 3 backpacks. Abigail has 2 more backpacks than John. Every backpack that Abigail has contains 9 bottles.,There are 19 backpacks in John's collection. John bought 3 backpacks. John has 2 fewer backpacks than Abigail. Every backpack that Abigail has contains 9 bottles.,There are 19 backpacks in John's collection. John bought 3 backpacks. Abigail has 2 more backpacks than John. Every backpack that Abigail has contains 9 bottles. How many bottles does Abigail have in total?,There are 19 backpacks in John's collection. John bought 3 backpacks. John has 2 fewer backpacks than Abigail. Every backpack that Abigail has contains 9 bottles. How many bottles does Abigail have in total?,216
What is the number of yellow spoons that William has now?,Liam has 17 blue boxs. Liam possesses 16 yellow spoon for every blue box. William has 17 more yellow spoons than Liam. William bought 9 yellow spoons. William bought 18 yellow spoons.,Liam has 17 blue boxs. Liam possesses 16 yellow spoon for every blue box. Liam has 17 fewer yellow spoons than William. William bought 9 yellow spoons. William bought 18 yellow spoons.,Liam has 17 blue boxes. Liam possesses 16 yellow spoons for every blue box. William has 17 more yellow spoons than Liam. William bought 9 yellow spoons. William bought 18 yellow spoons. What is the number of yellow spoons that William has now?,Liam has 17 blue boxes. Liam possesses 16 yellow spoons for every blue box. Liam has 17 fewer yellow spoons than William. William bought 9 yellow spoons. William bought 18 yellow spoons. What is the number of yellow spoons that William has now?,316
How many toasters does Abigail have in their collection?,Alexander owns 18 baskets. Each of Alexander's basket holds 3 cups. Abigail has 12 fewer baskets than Alexander. Abigail bought 16 more baskets. Each of Abigail's basket has 18 toasters.,Alexander owns 18 baskets. Each of Alexander's basket holds 3 cups. Alexander has 12 more baskets than Abigail. Abigail bought 16 more baskets. Each of Abigail's basket has 18 toasters.,Alexander owns 18 baskets. Each of Alexander's baskets holds 3 cups. Abigail has 12 fewer baskets than Alexander. Abigail bought 16 more baskets. Each of Abigail's baskets has 18 toasters. How many toasters does Abigail have in her collection?,Alexander owns 18 baskets. Each of Alexander's baskets holds 3 cups. Alexander has 12 more baskets than Abigail. Abigail bought 16 more baskets. Each of Abigail's baskets has 18 toasters. How many toasters does Abigail have in her collection?,396
What is the number of large couchs that Ryan has now?,Nathan has 11 red suitcases. Nathan possesses 4 yellow bag for every red suitcase. Nathan possesses 5 orange basket for every yellow bag. Ryan has 13 fewer orange baskets than Nathan. Ryan possesses 4 large couch for every orange basket. Ryan bought 16 large couchs.,Nathan has 11 red suitcases. Nathan possesses 4 yellow bag for every red suitcase. Nathan possesses 5 orange basket for every yellow bag. Nathan has 13 more orange baskets than Ryan. Ryan possesses 4 large couch for every orange basket. Ryan bought 16 large couchs.,Nathan has 11 red suitcases. Nathan possesses 4 yellow bags for every red suitcase. Nathan possesses 5 orange baskets for every yellow bag. Ryan has 13 fewer orange baskets than Nathan. Ryan possesses 4 large couches for every orange basket. Ryan bought 16 large couches. What is the number of large couches that Ryan has now?,Nathan has 11 red suitcases. Nathan possesses 4 yellow bags for every red suitcase. Nathan possesses 5 orange baskets for every yellow bag. Nathan has 13 more orange baskets than Ryan. Ryan possesses 4 large couches for every orange basket. Ryan bought 16 large couches. What is the number of large couches that Ryan has now?,844
How many gallons of oil does Harper have now?,Elijah has 8 gallons of oil. Elijah bought 5 gallons more oil. Harper has 2 gallons of oil less than Elijah. Harper bought 13 gallons more oil.,Elijah has 8 gallons of oil. Elijah bought 5 gallons more oil. Elijah has 2 gallons of oil more than Harper. Harper bought 13 gallons more oil.,Elijah has 8 gallons of oil. Elijah bought 5 more gallons of oil. Harper has 2 gallons less oil than Elijah. Harper bought 13 more gallons of oil. How many gallons of oil does Harper have now?,Elijah has 8 gallons of oil. Elijah bought 5 more gallons of oil. Elijah has 2 gallons more oil than Harper. Harper bought 13 more gallons of oil. How many gallons of oil does Harper have now?,24
What is the number of red beds that Matthew has?,Chloe has 5 small backpacks. Matthew has 3 fewer small backpacks than Chloe. Matthew bought 13 small backpacks. Matthew possesses 6 red bed for every small backpack.,Chloe has 5 small backpacks. Chloe has 3 more small backpacks than Matthew. Matthew bought 13 small backpacks. Matthew possesses 6 red bed for every small backpack.,Chloe has 5 small backpacks. Matthew has 3 fewer small backpacks than Chloe. Matthew bought 13 small backpacks. Matthew possesses 6 red beds for every small backpack. What is the number of red beds that Matthew has?,Chloe has 5 small backpacks. Chloe has 3 more small backpacks than Matthew. Matthew bought 13 small backpacks. Matthew possesses 6 red beds for every small backpack. What is the number of red beds that Matthew has?,90
How many acres of farmland does Alexander have?,Matthew has 7 acres of farmland. Alexander has 10 acres of farmland more than Matthew.,Matthew has 7 acres of farmland. Matthew has 10 acres of farmland less than Alexander.,Matthew has 7 acres of farmland. Alexander has 10 more acres of farmland than Matthew. How many acres of farmland does Alexander have?,Matthew has 7 acres of farmland. Matthew has 10 acres of farmland fewer than Alexander. How many acres of farmland does Alexander have?,17
How many desks does Christopher have?,Harper owns 18 packages. Each of Harper's package holds 11 bowls. Christopher has 7 times as many packages as Harper. Every package that Christopher has contains 2 desks.,Harper owns 18 packages. Each of Harper's package holds 11 bowls. Harper has 1/7 the amount of packages as Christopher. Every package that Christopher has contains 2 desks.,Harper owns 18 packages. Each of Harper's packages holds 11 bowls. Christopher has 7 times as many packages as Harper. Every package that Christopher has contains 2 desks. How many desks does Christopher have?,Harper owns 18 packages. Each of Harper's packages holds 11 bowls. Harper has 1/7 the number of packages as Christopher. Every package that Christopher has contains 2 desks. How many desks does Christopher have?,252
How many backpacks does Mason have?,There are 17 backpacks in Michael's collection. Michael possesses 5 grams of butter per backpack. Mason has 20 more backpacks than Michael.,There are 17 backpacks in Michael's collection. Michael possesses 5 grams of butter per backpack. Michael has 20 fewer backpacks than Mason.,There are 17 backpacks in Michael's collection. Michael possesses 5 grams of butter per backpack. Mason has 20 more backpacks than Michael. How many backpacks does Mason have?,There are 17 backpacks in Michael's collection. Michael possesses 5 grams of butter per backpack. Michael has 20 fewer backpacks than Mason. How many backpacks does Mason have?,37
How many televisions does Jackson have in all?,Natalie owns 16 boxs. Each of Natalie's box has 18 vases. Natalie bought 8 vases. Jackson has 18 more boxs than Natalie. Jackson bought 4 more boxs. Each of Jackson's box holds 18 televisions.,Natalie owns 16 boxs. Each of Natalie's box has 18 vases. Natalie bought 8 vases. Natalie has 18 fewer boxs than Jackson. Jackson bought 4 more boxs. Each of Jackson's box holds 18 televisions.,Natalie owns 16 boxes. Each of Natalie's boxes has 18 vases. Natalie bought 8 vases. Jackson has 18 more boxes than Natalie. Jackson bought 4 more boxes. Each of Jackson's boxes holds 18 televisions. How many televisions does Jackson have in all?,Natalie owns 16 boxes. Each of Natalie's boxes has 18 vases. Natalie bought 8 vases. Natalie has 18 fewer boxes than Jackson. Jackson bought 4 more boxes. Each of Jackson's boxes holds 18 televisions. How many televisions does Jackson have in all?,684
How many headphones does Lily have in their collection?,There are 2 baskets in Henry's collection. Henry bought 3 more baskets. Every basket that Henry has contains 5 packages. Lily has 20 more packages than Henry. There are 15 headphones in every Lily's package.,There are 2 baskets in Henry's collection. Henry bought 3 more baskets. Every basket that Henry has contains 5 packages. Henry has 20 fewer packages than Lily. There are 15 headphones in every Lily's package.,There are 2 baskets in Henry's collection. Henry bought 3 more baskets. Each basket that Henry has contains 5 packages. Lily has 20 more packages than Henry. There are 15 headphones in each of Lily's packages. How many headphones does Lily have in her collection?,There are 2 baskets in Henry's collection. Henry bought 3 more baskets. Each basket that Henry has contains 5 packages. Henry has 20 fewer packages than Lily. There are 15 headphones in each of Lily's packages. How many headphones does Lily have in her collection?,675
How many chairs does Grace have in total now?,Charlotte has 5 bags. Grace has 2 fewer bags than Charlotte. Each of Grace's bag holds 2 chairs. Grace bought 9 more chairs.,Charlotte has 5 bags. Charlotte has 2 more bags than Grace. Each of Grace's bag holds 2 chairs. Grace bought 9 more chairs.,Charlotte has 5 bags. Grace has 2 fewer bags than Charlotte. Each of Grace's bags holds 2 chairs. Grace bought 9 more chairs. How many chairs does Grace have in total now?,Charlotte has 5 bags. She has 2 more bags than Grace. Each of Grace's bags holds 2 chairs. Grace bought 9 more chairs. How many chairs does Grace have in total now?,15
How many toothbrushs does Sofia have?,There are 6 bags in David's collection. Sofia has 8 times as many bags as David. There are 11 toothbrushs in every Sofia's bag.,There are 6 bags in David's collection. David has 1/8 the amount of bags as Sofia. There are 11 toothbrushs in every Sofia's bag.,There are 6 bags in David's collection. Sofia has 8 times as many bags as David. There are 11 toothbrushes in every one of Sofia's bags. How many toothbrushes does Sofia have?,There are 6 bags in David's collection. David has 1/8 of the amount of bags as Sofia. There are 11 toothbrushes in every one of Sofia's bags. How many toothbrushes does Sofia have?,528
What is the number of green couchs that Natalie has?,Chloe has 12 orange suitcases.  Natalie has 1/4 the amount of orange suitcases compared to the amount Chloe has. Natalie possesses 7 red package for every orange suitcase. Natalie possesses 5 green couch for every red package.,Chloe has 12 orange suitcases.  Chloe has 4 times the amount of orange suitcases compared to the amount Natalie has. Natalie possesses 7 red package for every orange suitcase. Natalie possesses 5 green couch for every red package.,Chloe has 12 orange suitcases. Natalie has 1/4 of the amount of orange suitcases that Chloe has. Natalie possesses 7 red packages for every orange suitcase. Natalie possesses 5 green couches for every red package. What is the number of green couches that Natalie has?,Chloe has 12 orange suitcases. Chloe has 4 times the number of orange suitcases compared to Natalie. Natalie possesses 7 red packages for every orange suitcase. Natalie possesses 5 green couches for every red package. What is the number of green couches that Natalie has?,105
How many spoons does Emily have totaled now?,There are 7 spoons in Scarlett's collection. Emily has 4 more spoons than Scarlett. Emily bought 16 spoons. Emily bought 17 more spoons.,There are 7 spoons in Scarlett's collection. Scarlett has 4 fewer spoons than Emily. Emily bought 16 spoons. Emily bought 17 more spoons.,There are 7 spoons in Scarlett's collection. Emily has 4 more spoons than Scarlett. Emily bought 16 spoons. Emily bought 17 more spoons. How many spoons does Emily have now in total?,There are 7 spoons in Scarlett's collection. Scarlett has 4 fewer spoons than Emily. Emily bought 16 spoons. Emily bought 17 more spoons. How many spoons does Emily have now in total?,44
What is the number of large vacuum cleaners that Matthew has?,Lucy has 16 red baskets. Matthew has 15 fewer red baskets than Lucy. Matthew possesses 17 orange box for every red basket. Matthew possesses 20 large vacuum cleaner for every orange box.,Lucy has 16 red baskets. Lucy has 15 more red baskets than Matthew. Matthew possesses 17 orange box for every red basket. Matthew possesses 20 large vacuum cleaner for every orange box.,Lucy has 16 red baskets. Matthew has 15 fewer red baskets than Lucy. Matthew possesses 17 orange boxes for every red basket. Matthew possesses 20 large vacuum cleaners for every orange box. What is the number of large vacuum cleaners that Matthew has?,Lucy has 16 red baskets. Lucy has 15 more red baskets than Matthew. Matthew possesses 17 orange boxes for every red basket. Matthew possesses 20 large vacuum cleaners for every orange box. What is the number of large vacuum cleaners that Matthew has?,340
How many boxs does Logan have in total?,David has 17 boxs. David bought 2 more boxs. Every box that David has contains 3 trash cans. Logan has 14 times as many boxs as David.,David has 17 boxs. David bought 2 more boxs. Every box that David has contains 3 trash cans. David has 1/14 the amount of boxs as Logan.,David has 17 boxes. David bought 2 more boxes. Every box that David has contains 3 trash cans. Logan has 14 times as many boxes as David. How many boxes does Logan have in total?,David has 17 boxes. David bought 2 more boxes. Every box that David has contains 3 trash cans. David has 1/14 the number of boxes as Logan. How many boxes does Logan have in total?,266
How many lamps does Joshua have totaled now?,Henry owns 17 backpacks. Joshua has 4 times as many backpacks as Henry. Each of Joshua's backpack has 8 lamps. Joshua bought 20 lamps.,Henry owns 17 backpacks. Henry has 1/4 the amount of backpacks as Joshua. Each of Joshua's backpack has 8 lamps. Joshua bought 20 lamps.,Henry owns 17 backpacks. Joshua has 4 times as many backpacks as Henry. Each of Joshua's backpacks has 8 lamps. Joshua bought 20 lamps. How many lamps does Joshua have in total now?,Henry owns 17 backpacks. Henry has 1/4 the number of backpacks as Joshua. Each of Joshua's backpacks has 8 lamps. Joshua bought 20 lamps. How many lamps does Joshua have in total now?,564
What is the number of blue mugs that Layla has?,Evelyn has 8 blue mugs.  Layla has 1/2 the amount of blue mugs compared to the amount Evelyn has.,Evelyn has 8 blue mugs.  Evelyn has 2 times the amount of blue mugs compared to the amount Layla has.,Evelyn has 8 blue mugs. Layla has half the number of blue mugs that Evelyn has. What is the number of blue mugs that Layla has?,Evelyn has 8 blue mugs. Evelyn has twice the number of blue mugs compared to Layla. What is the number of blue mugs that Layla has?,4
